AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 75.0, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 0.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
AvgAltruism: 61.25, AvgAreaKnowledge: 73.75, AvgIndependence: 71.25, AvgMobility: 70.75, AvgPanic: 10.0, AvgPatience: 100.0, DeathCount: 0.0, EscapeeCount: 7.0
